period,ratio,1
2017-12-14,87.287,41.0
2017-12-15,100.0,45.0
2017-12-16,90.47067,22.0
2017-12-17,76.77001,30.0
2017-12-18,61.195319999999995,17.0
2017-12-19,55.31276,14.0
2017-12-20,50.85561,12.0
2017-12-21,33.83017,9.0
2017-12-22,30.02423,6.0
2017-12-23,30.451140000000002,6.0
2017-12-24,30.58861,5.0
2017-12-25,24.507070000000002,5.0
2017-12-26,16.29101,4.0
2017-12-27,14.9488,6.0
2017-12-28,12.788969999999999,
2017-12-29,11.16819,4.0
2017-12-30,11.103069999999999,3.0
2017-12-31,10.361410000000001,3.0
2018-01-01,9.453339999999999,1.0
2018-01-02,8.08581,5.0
2018-01-03,11.49741,1.0
2018-01-04,13.05307,1.0
2018-01-05,12.188410000000001,5.0
2018-01-06,16.48637,1.0
2018-01-07,15.33591,
2018-01-08,11.92431,2.0
2018-01-09,10.817260000000001,1.0
2018-01-10,9.18924,2.0
2018-01-11,9.862160000000001,4.0
2018-01-12,11.84472,
2018-01-13,25.41152,6.0
2018-01-14,20.69389,2.0
