period,ratio,1
2017-05-25,66.46970999999999,1314
2017-05-26,91.95697,1043
2017-05-27,73.03002,1136
2017-05-28,100.0,1423
2017-05-29,64.61609,845
2017-05-30,28.54808,484
2017-05-31,25.90251,512
2017-06-01,19.74136,391
2017-06-02,20.185779999999998,328
2017-06-03,26.08994,464
2017-06-04,29.127979999999997,447
2017-06-05,22.10624,333
2017-06-06,23.94772,414
2017-06-07,12.90098,239
2017-06-08,10.00024,200
2017-06-09,9.41517,209
2017-06-10,13.66375,210
2017-06-11,11.42403,235
2017-06-12,6.6459600000000005,129
2017-06-13,18.57882,147
2017-06-14,7.0673,145
2017-06-15,19.01473,157
2017-06-16,5.78355,99
2017-06-17,7.354369999999999,127
2017-06-18,6.22706,120
2017-06-19,15.62553,141
2017-06-20,4.24463,89
2017-06-21,3.6270599999999997,99
2017-06-22,3.44236,76
2017-06-23,3.5119300000000004,74
2017-06-24,4.80692,97
2017-06-25,4.33485,120
