period,ratio,1
2017-03-01,100.0,2705
2017-03-02,19.263170000000002,1560
2017-03-03,13.76956,707
2017-03-04,15.63594,684
2017-03-05,12.12014,728
2017-03-06,5.59335,220
2017-03-07,4.31597,112
2017-03-08,3.5327800000000003,123
2017-03-09,2.93865,80
2017-03-10,3.06808,64
2017-03-11,5.36035,133
2017-03-12,3.9190099999999997,138
2017-03-13,1.9041700000000001,67
2017-03-14,1.64503,61
2017-03-15,1.50824,42
2017-03-16,1.26478,32
2017-03-17,1.22764,35
2017-03-18,1.6455,38
2017-03-19,1.2705600000000001,39
2017-03-20,0.79214,17
2017-03-21,0.72439,21
2017-03-22,0.649,13
2017-03-23,0.46908999999999995,19
2017-03-24,0.45808000000000004,15
2017-03-25,0.57668,13
2017-03-26,0.50697,17
2017-03-27,0.33182,17
2017-03-28,0.28162,6
2017-03-29,0.3545,9
2017-03-30,0.30243000000000003,4
2017-03-31,0.28031,6
2017-04-01,0.33714,8
