period,ratio,1
2017-01-18,100.0,802
2017-01-19,19.80009,588
2017-01-20,18.73864,505
2017-01-21,22.09531,720
2017-01-22,24.479110000000002,1000
2017-01-23,23.492520000000003,557
2017-01-24,13.23625,366
2017-01-25,14.06131,558
2017-01-26,17.01973,558
2017-01-27,23.44688,915
2017-01-28,57.3989,1491
2017-01-29,45.91527,1921
2017-01-30,57.86943,2212
2017-01-31,23.75926,1091
2017-02-01,15.44335,602
2017-02-02,13.691720000000002,507
2017-02-03,12.14299,414
2017-02-04,16.47658,745
2017-02-05,16.70241,1024
2017-02-06,11.15371,488
2017-02-07,10.24446,378
2017-02-08,10.46848,316
2017-02-09,7.810980000000001,310
2017-02-10,8.20698,271
2017-02-11,10.8737,476
2017-02-12,9.96648,615
2017-02-13,6.38837,272
2017-02-14,5.6898800000000005,211
2017-02-15,5.89187,201
2017-02-16,5.88951,145
2017-02-17,5.5696,132
2017-02-18,6.8915,240
