period,ratio,1
2017-01-25,72.85681,15
2017-01-26,83.34865,23
2017-01-27,86.19856999999999,21
2017-01-28,73.17857,14
2017-01-29,86.55481,23
2017-01-30,100.0,29
2017-01-31,89.27832,16
2017-02-01,73.07515,18
2017-02-02,69.78855,15
2017-02-03,71.73063,8
2017-02-04,72.82233000000001,29
2017-02-05,68.91519,25
2017-02-06,50.42518,12
2017-02-07,44.7828,12
2017-02-08,40.07124,9
2017-02-09,34.06113,18
2017-02-10,33.1418,12
2017-02-11,34.91151,16
2017-02-12,34.80809,14
2017-02-13,25.39646,6
2017-02-14,23.190070000000002,10
2017-02-15,20.88025,10
2017-02-16,18.9037,6
2017-02-17,19.328879999999998,8
2017-02-18,20.363129999999998,13
2017-02-19,17.94989,8
2017-02-20,14.5139,3
2017-02-21,14.410479999999998,4
2017-02-22,15.789470000000001,5
2017-02-23,14.87014,1
2017-02-24,16.78924,5
2017-02-25,19.23695,3
