period,ratio,1
2017-11-02,92.90952,98
2017-11-03,100.0,60
2017-11-04,81.50633,63
2017-11-05,70.17772,58
2017-11-06,59.663180000000004,35
2017-11-07,56.42555,21
2017-11-08,46.979859999999995,24
2017-11-09,35.011179999999996,26
2017-11-10,29.31891,11
2017-11-11,31.201829999999998,11
2017-11-12,32.35147,20
2017-11-13,22.88093,9
2017-11-14,21.37708,17
2017-11-15,18.38801,4
2017-11-16,16.150879999999997,5
2017-11-17,14.734020000000001,7
2017-11-18,17.36266,5
2017-11-19,17.85359,6
2017-11-20,12.03703,5
2017-11-21,9.688039999999999,4
2017-11-22,10.48347,6
2017-11-23,9.27168,3
2017-11-24,10.067110000000001,6
2017-11-25,9.72532,3
2017-11-26,10.060889999999999,2
2017-11-27,10.46482,1
2017-11-28,9.89932,1
2017-11-29,11.05518,5
2017-11-30,19.18965,4
2017-12-01,72.72556999999999,9
2017-12-02,75.40392,14
