period,ratio,1
2017-05-25,62.40255,38
2017-05-26,61.8514,27
2017-05-27,73.04811,32
2017-05-28,73.34348,49
2017-05-29,74.4732,24
2017-05-30,63.3313,19
2017-05-31,82.39950999999999,18
2017-06-01,56.51644,17
2017-06-02,51.86967,16
2017-06-03,96.0475,21
2017-06-04,100.0,15
2017-06-05,86.4799,16
2017-06-06,78.0207,20
2017-06-07,48.56577,10
2017-06-08,30.78562,12
2017-06-09,30.51766,13
2017-06-10,30.12789,16
2017-06-11,46.20584,12
2017-06-12,19.725939999999998,12
2017-06-13,13.468329999999998,10
2017-06-14,13.045060000000001,5
2017-06-15,12.11936,6
2017-06-16,11.86967,9
2017-06-17,14.57369,6
2017-06-18,16.36419,5
2017-06-19,11.86967,8
2017-06-20,10.79171,4
2017-06-21,22.00669,8
2017-06-22,33.3587,8
2017-06-23,32.43605,8
2017-06-24,30.13093,5
2017-06-25,27.16504,10
