period,ratio,1
2017-01-25,100.0,417
2017-01-26,19.11891,435
2017-01-27,13.97618,368
2017-01-28,16.34984,330
2017-01-29,23.23122,382
2017-01-30,20.632360000000002,433
2017-01-31,11.03777,226
2017-02-01,7.70395,153
2017-02-02,7.13479,125
2017-02-03,7.336460000000001,108
2017-02-04,9.36792,159
2017-02-05,8.60502,184
2017-02-06,6.37395,88
2017-02-07,5.5019800000000005,75
2017-02-08,5.7251199999999995,68
2017-02-09,4.2678199999999995,49
2017-02-10,3.72894,49
2017-02-11,4.186380000000001,46
2017-02-12,4.00999,43
2017-02-13,2.37248,37
2017-02-14,1.63163,26
2017-02-15,1.45671,30
2017-02-16,1.58371,10
2017-02-17,1.55431,19
2017-02-18,1.7301099999999998,14
2017-02-19,1.62281,11
2017-02-20,1.41231,12
2017-02-21,1.11715,13
2017-02-22,1.28031,16
2017-02-23,1.02366,8
2017-02-24,1.17124,10
2017-02-25,1.3955600000000001,10
