period,ratio,1
2017-09-06,71.13625,565
2017-09-07,73.20062,703
2017-09-08,74.40706,581
2017-09-09,100.0,666
2017-09-10,74.50508,540
2017-09-11,38.71188,270
2017-09-12,25.89545,153
2017-09-13,21.13141,127
2017-09-14,16.05215,84
2017-09-15,18.856479999999998,93
2017-09-16,39.63818,122
2017-09-17,31.056379999999997,110
2017-09-18,14.65029,62
2017-09-19,9.86326,59
2017-09-20,8.20304,55
2017-09-21,6.6493199999999995,54
2017-09-22,7.07224,28
2017-09-23,8.931510000000001,43
2017-09-24,7.77045,52
2017-09-25,4.77674,40
2017-09-26,4.46393,41
2017-09-27,3.62596,35
2017-09-28,3.29622,24
2017-09-29,3.7397099999999996,21
2017-09-30,9.31752,27
2017-10-01,4.64484,33
2017-10-02,4.76766,22
2017-10-03,4.34535,24
2017-10-04,4.27214,20
2017-10-05,3.9514699999999996,11
2017-10-06,3.71006,24
