period,ratio,1
2017-11-29,100.0,702
2017-11-30,61.84437,656
2017-12-01,47.54813,422
2017-12-02,97.49625999999999,568
2017-12-03,76.24221,768
2017-12-04,39.619440000000004,404
2017-12-05,36.5995,278
2017-12-06,39.63375,284
2017-12-07,32.603320000000004,250
2017-12-08,34.9189,253
2017-12-09,50.093,371
2017-12-10,58.540040000000005,480
2017-12-11,33.01042,232
2017-12-12,27.81764,174
2017-12-13,30.219070000000002,172
2017-12-14,26.34273,130
2017-12-15,20.87128,122
2017-12-16,26.01684,141
2017-12-17,19.466479999999997,122
2017-12-18,13.02773,93
2017-12-19,12.23,54
2017-12-20,9.31702,59
2017-12-21,6.39689,43
2017-12-22,6.77465,37
2017-12-23,7.577389999999999,34
2017-12-24,7.29657,32
2017-12-25,5.915030000000001,38
2017-12-26,5.71863,23
2017-12-27,34.01242,94
2017-12-28,30.335690000000003,117
2017-12-29,23.02695,83
