period,ratio,1
2017-02-15,100.0,437
2017-02-16,22.10951,435
2017-02-17,18.55581,330
2017-02-18,26.87521,594
2017-02-19,21.8352,693
2017-02-20,12.535730000000001,368
2017-02-21,11.28072,290
2017-02-22,11.55289,332
2017-02-23,10.10378,265
2017-02-24,10.50205,225
2017-02-25,12.0384,318
2017-02-26,11.18593,394
2017-02-27,7.416639999999999,240
2017-02-28,7.29847,193
2017-03-01,7.68165,270
2017-03-02,4.36782,124
2017-03-03,3.70002,95
2017-03-04,5.2673,140
2017-03-05,4.40817,159
2017-03-06,2.3198,76
2017-03-07,2.04109,48
2017-03-08,1.8436,59
2017-03-09,1.6334,35
2017-03-10,2.0234900000000002,34
2017-03-11,2.90375,69
2017-03-12,2.40403,75
2017-03-13,1.33885,38
2017-03-14,1.2619200000000002,25
2017-03-15,1.18385,19
