period,ratio,1
2017-09-14,16.13168,67
2017-09-15,17.10539,37
2017-09-16,100.0,44
2017-09-17,16.81523,50
2017-09-18,15.09799,35
2017-09-19,10.84745,18
2017-09-20,9.98535,17
2017-09-21,6.13238,15
2017-09-22,7.89007,10
2017-09-23,6.84801,13
2017-09-24,5.55346,2
2017-09-25,4.2435599999999996,7
2017-09-26,3.43028,6
2017-09-27,2.9434299999999998,6
2017-09-28,21.609820000000003,4
2017-09-29,40.09625,24
2017-09-30,33.37657,21
2017-10-01,29.62265,27
2017-10-02,22.71325,21
2017-10-03,18.154420000000002,20
2017-10-04,16.511120000000002,19
2017-10-05,15.1245,13
2017-10-06,15.44116,17
2017-10-07,12.63723,12
2017-10-08,12.52563,7
2017-10-09,11.609119999999999,10
2017-10-10,6.694560000000001,9
2017-10-11,6.87173,8
2017-10-12,14.449320000000002,8
2017-10-13,9.01862,7
2017-10-14,12.3108,8
