period,ratio,1
2017-05-31,100.0,43
2017-06-01,93.71988,29
2017-06-02,93.48445,23
2017-06-03,91.06438,17
2017-06-04,78.73959,16
2017-06-05,93.93342,19
2017-06-06,75.81033000000001,15
2017-06-07,43.11213,11
2017-06-08,28.14279,15
2017-06-09,25.01642,7
2017-06-10,23.75711,4
2017-06-11,22.60183,3
2017-06-12,13.89618,4
2017-06-13,10.85742,5
2017-06-14,56.406040000000004,13
2017-06-15,96.71484,28
2017-06-16,84.42838,22
2017-06-17,77.65002,26
2017-06-18,70.61431999999999,21
2017-06-19,49.310109999999995,16
2017-06-20,34.87187,15
2017-06-21,29.139290000000003,7
2017-06-22,29.78537,12
2017-06-23,29.429470000000002,7
2017-06-24,43.77463,6
2017-06-25,36.158559999999994,8
2017-06-26,24.68243,5
2017-06-27,41.31077,9
2017-06-28,28.37275,2
2017-06-29,24.54555,9
2017-06-30,26.992990000000002,5
