period,ratio,1
2018-01-31,49.216429999999995,575
2018-02-01,79.43978,348
2018-02-02,96.48565,206
2018-02-03,100.0,186
2018-02-04,79.68969,298
2018-02-05,59.29608,91
2018-02-06,68.18868,59
2018-02-07,88.18659,47
2018-02-08,63.71114,48
2018-02-09,45.75935,28
2018-02-10,61.675430000000006,34
2018-02-11,44.322379999999995,51
2018-02-12,26.552809999999997,31
2018-02-13,30.85854,20
2018-02-14,24.8399,24
2018-02-15,27.17238,7
2018-02-16,16.0202,7
2018-02-17,17.44155,15
2018-02-18,14.00531,10
2018-02-19,2.32727,5
2018-02-20,0.65601,8
2018-02-21,0.58312,3
2018-02-22,0.5727,5
2018-02-23,0.53105,4
2018-02-24,0.60915,4
2018-02-25,1.03608,3
2018-02-26,0.47378000000000003,4
2018-02-27,0.33841,2
2018-02-28,0.47898999999999997,6
