period,ratio,1
2017-12-20,40.45518,2608
2017-12-21,45.02858,2486
2017-12-22,57.65721,1808
2017-12-23,47.66907,2917
2017-12-24,64.29942,3841
2017-12-25,58.72074,4733
2017-12-26,89.25466,3168
2017-12-27,84.97896,2337
2017-12-28,55.95944,1701
2017-12-29,53.183040000000005,1240
2017-12-30,58.40578000000001,1528
2017-12-31,45.72538,1794
2018-01-01,45.54632,1872
2018-01-02,65.20116,1409
2018-01-03,100.0,1168
2018-01-04,44.60791,1168
2018-01-05,36.18379,914
2018-01-06,59.13709,1328
2018-01-07,73.55409,1221
2018-01-08,50.15855,920
2018-01-09,28.27095,710
2018-01-10,42.80012,618
2018-01-11,37.99374,684
2018-01-12,57.245169999999995,730
2018-01-13,57.54934,1192
2018-01-14,25.25725,1205
2018-01-15,22.13569,634
2018-01-16,23.97583,534
2018-01-17,59.04864,539
2018-01-18,35.46542,436
2018-01-19,37.15672,237
2018-01-20,47.69712,385
