period,ratio,1
2017-02-22,100.0,904
2017-02-23,23.88026,798
2017-02-24,16.251160000000002,570
2017-02-25,19.09396,751
2017-02-26,21.9087,934
2017-02-27,17.98235,468
2017-02-28,13.28835,546
2017-03-01,12.58685,514
2017-03-02,6.518619999999999,206
2017-03-03,5.11775,154
2017-03-04,7.034389999999999,154
2017-03-05,6.12172,219
2017-03-06,3.56604,133
2017-03-07,2.94618,93
2017-03-08,3.06953,61
2017-03-09,1.9157099999999998,56
2017-03-10,1.99102,55
2017-03-11,3.22087,100
2017-03-12,3.05155,106
2017-03-13,1.4719200000000001,43
2017-03-14,1.49892,52
2017-03-15,1.22835,29
2017-03-16,1.34338,28
2017-03-17,1.48335,36
2017-03-18,1.73481,35
2017-03-19,2.03024,38
2017-03-20,0.79194,24
2017-03-21,0.48628000000000005,22
2017-03-22,1.09839,22
