period,ratio,1
2017-03-23,64.70745,625
2017-03-24,67.55169000000001,658
2017-03-25,79.45581,700
2017-03-26,100.0,929
2017-03-27,39.66397,619
2017-03-28,28.442429999999998,356
2017-03-29,27.78698,388
2017-03-30,21.80016,268
2017-03-31,26.45032,210
2017-04-01,28.350579999999997,451
2017-04-02,24.51291,441
2017-04-03,13.60017,222
2017-04-04,10.51344,149
2017-04-05,10.20919,129
2017-04-06,9.51499,124
2017-04-07,10.02709,99
2017-04-08,15.079039999999999,180
2017-04-09,12.18147,209
2017-04-10,7.41827,87
2017-04-11,6.29585,83
2017-04-12,5.32725,67
2017-04-13,4.57335,52
2017-04-14,5.28236,55
2017-04-15,10.609160000000001,89
2017-04-16,5.55516,76
2017-04-17,4.28801,51
2017-04-18,3.51861,42
2017-04-19,3.1307099999999997,47
2017-04-20,3.35839,22
2017-04-21,4.86894,28
2017-04-22,4.44002,39
2017-04-23,23.69974,62
