period,ratio,1
2017-01-04,71.04253,1988
2017-01-05,48.2133,1659
2017-01-06,55.33551,1464
2017-01-07,57.87713000000001,1853
2017-01-08,59.31329,2128
2017-01-09,73.16086,1408
2017-01-10,73.73344,1064
2017-01-11,62.0382,951
2017-01-12,60.025690000000004,913
2017-01-13,83.38025999999999,811
2017-01-14,64.66297,1199
2017-01-15,61.71696,1512
2017-01-16,44.821329999999996,872
2017-01-17,52.89593000000001,693
2017-01-18,100.0,625
2017-01-19,40.87378,407
2017-01-20,42.685990000000004,385
2017-01-21,38.1054,532
2017-01-22,41.395340000000004,590
2017-01-23,45.715140000000005,398
2017-01-24,23.33377,302
2017-01-25,52.38194,357
2017-01-26,23.346999999999998,335
2017-01-27,28.732590000000002,342
2017-01-28,33.70623,354
2017-01-29,46.09497,342
2017-01-30,41.46525,365
2017-01-31,21.79179,263
2017-02-01,15.61253,149
2017-02-02,20.49169,130
2017-02-03,14.13292,133
2017-02-04,18.7494,189
