period,ratio,1
2017-03-16,100.0,783
2017-03-17,51.28371,782
2017-03-18,47.74126,1337
2017-03-19,45.874340000000004,1742
2017-03-20,24.23922,834
2017-03-21,17.393929999999997,493
2017-03-22,15.88846,421
2017-03-23,14.94905,410
2017-03-24,15.882979999999998,406
2017-03-25,24.94247,883
2017-03-26,22.93586,1062
2017-03-27,12.860610000000001,415
2017-03-28,10.08953,319
2017-03-29,10.52351,444
2017-03-30,8.255239999999999,280
2017-03-31,10.26567,287
2017-04-01,15.412920000000002,621
2017-04-02,17.22279,655
2017-04-03,8.22583,306
2017-04-04,5.185230000000001,200
2017-04-05,5.27813,159
2017-04-06,5.1002,169
2017-04-07,5.22561,168
2017-04-08,7.215789999999999,320
2017-04-09,7.289389999999999,315
2017-04-10,3.7943300000000004,151
2017-04-11,3.18814,119
2017-04-12,2.95139,108
2017-04-13,2.50562,74
2017-04-14,3.15956,92
2017-04-15,4.23153,195
2017-04-16,3.72145,221
