period,ratio,1
2017-08-30,68.85426,242
2017-08-31,100.0,225
2017-09-01,71.23073000000001,136
2017-09-02,92.86815,176
2017-09-03,80.78917,219
2017-09-04,56.855740000000004,152
2017-09-05,44.15469,103
2017-09-06,48.6778,86
2017-09-07,37.5495,98
2017-09-08,45.15549,80
2017-09-09,54.23304,100
2017-09-10,48.77754,102
2017-09-11,24.82725,60
2017-09-12,20.334979999999998,49
2017-09-13,15.803189999999999,41
2017-09-14,16.69895,35
2017-09-15,18.78728,36
2017-09-16,31.38907,51
2017-09-17,20.81586,53
2017-09-18,13.02678,33
2017-09-19,10.11834,25
2017-09-20,11.12106,22
2017-09-21,11.25165,24
2017-09-22,8.26707,29
2017-09-23,11.93153,28
2017-09-24,20.081039999999998,32
2017-09-25,6.94681,28
2017-09-26,6.49483,28
2017-09-27,8.26177,15
2017-09-28,5.4579,7
2017-09-29,6.039969999999999,8
2017-09-30,12.41965,14
