period,ratio,1
2017-11-09,97.10698000000001,17.0
2017-11-10,97.36998,14.0
2017-11-11,100.0,15.0
2017-11-12,82.30253,17.0
2017-11-13,56.29931,4.0
2017-11-14,45.6944,3.0
2017-11-15,27.51336,3.0
2017-11-16,22.71146,2.0
2017-11-17,23.18656,1.0
2017-11-18,24.662760000000002,5.0
2017-11-19,25.16331,2.0
2017-11-20,15.70374,1.0
2017-11-21,12.36955,1.0
2017-11-22,10.706710000000001,
2017-11-23,13.548820000000001,2.0
2017-11-24,16.44184,15.0
2017-11-25,21.201320000000003,2.0
2017-11-26,22.338160000000002,
2017-11-27,15.90735,3.0
2017-11-28,13.27733,1.0
2017-11-29,10.77458,1.0
2017-11-30,11.42784,1.0
2017-12-01,10.68125,
2017-12-02,13.71001,2.0
2017-12-03,13.947560000000001,2.0
2017-12-04,10.54551,1.0
2017-12-05,9.07779,1.0
2017-12-06,7.28768,
2017-12-07,8.00033,1.0
2017-12-08,10.240089999999999,
2017-12-09,11.19029,
