period,ratio,1
2017-10-25,100.0,592
2017-10-26,16.36681,376
2017-10-27,13.32891,269
2017-10-28,18.67296,204
2017-10-29,18.43487,189
2017-10-30,10.82785,96
2017-10-31,10.340639999999999,78
2017-11-01,7.8956800000000005,74
2017-11-02,7.13435,69
2017-11-03,7.15371,58
2017-11-04,8.17871,84
2017-11-05,11.04224,81
2017-11-06,5.32281,33
2017-11-07,4.46115,46
2017-11-08,4.35965,35
2017-11-09,4.30204,28
2017-11-10,3.8133,30
2017-11-11,8.20288,41
2017-11-12,5.46421,51
2017-11-13,2.8701,30
2017-11-14,2.2450099999999997,11
2017-11-15,2.29852,20
2017-11-16,2.49788,20
2017-11-17,2.3417,15
2017-11-18,3.46432,16
2017-11-19,4.75052,20
2017-11-20,2.37256,25
2017-11-21,1.5912899999999999,13
2017-11-22,1.41563,10
2017-11-23,1.38277,11
2017-11-24,1.41363,3
2017-11-25,1.85402,12
