period,ratio,1
2017-01-12,100.0,75.0
2017-01-13,4.15148,24.0
2017-01-14,2.85494,26.0
2017-01-15,2.43261,35.0
2017-01-16,2.0024,20.0
2017-01-17,1.4550299999999998,11.0
2017-01-18,1.1419700000000002,11.0
2017-01-19,1.04845,16.0
2017-01-20,1.0208899999999999,6.0
2017-01-21,0.91161,9.0
2017-01-22,0.8436799999999999,9.0
2017-01-23,0.66352,4.0
2017-01-24,0.58772,5.0
2017-01-25,0.50798,4.0
2017-01-26,0.38,2.0
2017-01-27,0.34554,4.0
2017-01-28,0.33274000000000004,4.0
2017-01-29,0.33471,2.0
2017-01-30,0.30715,4.0
2017-01-31,0.31501999999999997,5.0
2017-02-01,0.253,1.0
2017-02-02,0.17523,2.0
2017-02-03,0.12797999999999998,1.0
2017-02-04,0.13585,2.0
2017-02-05,0.12797999999999998,2.0
2017-02-06,0.1329,2.0
2017-02-07,0.08957999999999999,
2017-02-08,0.07678,4.0
2017-02-09,0.08957999999999999,1.0
2017-02-10,0.10435,2.0
2017-02-11,0.09844,1.0
2017-02-12,0.05316,2.0
