period,ratio,1
2017-01-25,21.53594,28
2017-01-26,25.261429999999997,28
2017-01-27,56.4379,44
2017-01-28,46.339859999999994,25
2017-01-29,27.156859999999998,57
2017-01-30,72.90849,80
2017-01-31,100.0,40
2017-02-01,68.39869,14
2017-02-02,93.49673,15
2017-02-03,74.05228000000001,7
2017-02-04,93.66013000000001,28
2017-02-05,84.47712,38
2017-02-06,28.30065,5
2017-02-07,15.68627,7
2017-02-08,15.915029999999998,20
2017-02-09,13.921560000000001,7
2017-02-10,15.62091,7
2017-02-11,18.823520000000002,8
2017-02-12,20.29411,5
2017-02-13,19.70588,7
2017-02-14,18.23529,4
2017-02-15,18.43137,3
2017-02-16,16.9281,3
2017-02-17,17.12418,6
2017-02-18,19.3464,4
2017-02-19,17.94117,3
2017-02-20,15.16339,2
2017-02-21,16.04575,3
2017-02-22,19.70588,5
2017-02-23,17.35294,5
2017-02-24,16.53594,2
2017-02-25,14.90196,3
