period,ratio,1
2017-03-29,17.15651,78.0
2017-03-30,50.70489,50.0
2017-03-31,37.64635,40.0
2017-04-01,31.278370000000002,28.0
2017-04-02,14.49223,39.0
2017-04-03,24.994020000000003,23.0
2017-04-04,39.76105,8.0
2017-04-05,100.0,10.0
2017-04-06,43.85902,3.0
2017-04-07,38.48267,3.0
2017-04-08,74.39665,4.0
2017-04-09,95.84229,29.0
2017-04-10,57.38351,26.0
2017-04-11,54.87455,11.0
2017-04-12,21.29032,12.0
2017-04-13,13.95459,17.0
2017-04-14,11.03942,10.0
2017-04-15,13.32138,13.0
2017-04-16,12.2939,18.0
2017-04-17,7.598560000000001,4.0
2017-04-18,5.74671,9.0
2017-04-19,4.16965,2.0
2017-04-20,3.7873300000000003,3.0
2017-04-21,3.33333,8.0
2017-04-22,4.31302,4.0
2017-04-23,4.1816,8.0
2017-04-24,2.84348,2.0
2017-04-25,2.41338,2.0
2017-04-26,2.0430099999999998,2.0
2017-04-27,1.92353,
2017-04-28,2.3178,4.0
2017-04-29,3.6200699999999997,1.0
