period,ratio,1
2017-12-28,9.90269,23.0
2017-12-29,9.616480000000001,11.0
2017-12-30,8.18546,17.0
2017-12-31,7.84201,17.0
2018-01-01,30.50944,14.0
2018-01-02,57.92787,17.0
2018-01-03,100.0,17.0
2018-01-04,47.681740000000005,7.0
2018-01-05,31.53978,18.0
2018-01-06,52.31825,13.0
2018-01-07,52.94791,13.0
2018-01-08,9.33028,8.0
2018-01-09,2.46136,11.0
2018-01-10,3.3199699999999996,8.0
2018-01-11,2.06067,4.0
2018-01-12,2.4041200000000003,10.0
2018-01-13,2.4041200000000003,6.0
2018-01-14,2.17515,5.0
2018-01-15,1.4882600000000001,5.0
2018-01-16,1.2593,2.0
2018-01-17,1.0875700000000001,4.0
2018-01-18,1.60274,4.0
2018-01-19,1.37378,3.0
2018-01-20,1.65998,1.0
2018-01-21,2.00343,2.0
2018-01-22,1.5455,
2018-01-23,1.2593,1.0
2018-01-24,0.5151600000000001,2.0
2018-01-25,1.60274,
2018-01-26,0.45792,1.0
2018-01-27,1.2593,
2018-01-28,2.34688,
