period,ratio,1
2017-07-26,100.0,240
2017-07-27,25.37946,353
2017-07-28,32.69392,411
2017-07-29,41.518390000000004,619
2017-07-30,50.57055,698
2017-07-31,28.30675,658
2017-08-01,21.0208,589
2017-08-02,20.13393,556
2017-08-03,19.42233,482
2017-08-04,14.58567,335
2017-08-05,14.467070000000001,154
2017-08-06,14.651520000000001,188
2017-08-07,11.22985,148
2017-08-08,9.30311,279
2017-08-09,8.05095,213
2017-08-10,9.934439999999999,231
2017-08-11,7.57753,179
2017-08-12,7.71939,145
2017-08-13,8.97353,132
2017-08-14,9.39419,166
2017-08-15,9.54195,137
2017-08-16,5.12857,85
2017-08-17,5.00178,118
2017-08-18,4.3783199999999995,111
2017-08-19,5.12333,89
2017-08-20,6.37779,84
2017-08-21,3.9665,51
2017-08-22,3.34599,54
2017-08-23,3.76698,54
2017-08-24,2.70287,59
2017-08-25,2.44699,60
2017-08-26,3.03606,74
