period,ratio,1
2017-09-14,100.0,62.0
2017-09-15,77.82258,40.0
2017-09-16,91.53225,53.0
2017-09-17,60.483869999999996,52.0
2017-09-18,33.06451,17.0
2017-09-19,31.048379999999998,7.0
2017-09-20,20.564510000000002,13.0
2017-09-21,16.93548,10.0
2017-09-22,16.12903,4.0
2017-09-23,26.6129,7.0
2017-09-24,20.16129,2.0
2017-09-25,10.887089999999999,7.0
2017-09-26,15.7258,9.0
2017-09-27,13.30645,1.0
2017-09-28,9.274189999999999,2.0
2017-09-29,13.709670000000001,6.0
2017-09-30,8.87096,3.0
2017-10-01,25.40322,1.0
2017-10-02,42.741929999999996,1.0
2017-10-03,18.14516,1.0
2017-10-04,20.96774,5.0
2017-10-05,20.96774,1.0
2017-10-06,16.53225,1.0
2017-10-07,13.709670000000001,3.0
2017-10-08,10.48387,5.0
2017-10-09,15.7258,3.0
2017-10-10,5.64516,
2017-10-11,2.82258,1.0
2017-10-12,6.04838,
2017-10-13,10.887089999999999,
2017-10-14,8.87096,1.0
