period,ratio,1
2017-11-02,74.52829,370
2017-11-03,62.28076,281
2017-11-04,54.966469999999994,311
2017-11-05,100.0,335
2017-11-06,23.44419,185
2017-11-07,19.12426,142
2017-11-08,18.875329999999998,123
2017-11-09,13.95756,86
2017-11-10,12.8062,65
2017-11-11,16.839570000000002,92
2017-11-12,13.296320000000001,69
2017-11-13,7.74206,52
2017-11-14,6.67934,39
2017-11-15,4.67966,18
2017-11-16,3.62055,19
2017-11-17,3.5040699999999996,16
2017-11-18,3.79475,15
2017-11-19,3.33554,21
2017-11-20,2.6377200000000003,8
2017-11-21,7.344180000000001,9
2017-11-22,34.85731,123
2017-11-23,38.21605,146
2017-11-24,32.29844,130
2017-11-25,35.60719,142
2017-11-26,30.29,132
2017-11-27,17.64254,82
2017-11-28,12.90103,63
2017-11-29,10.09787,43
2017-11-30,8.503789999999999,36
2017-12-01,8.4605,31
2017-12-02,13.8617,33
