period,ratio,1
2017-04-20,50.41057,45.0
2017-04-21,40.50747,31.0
2017-04-22,32.72294,12.0
2017-04-23,29.183770000000003,16.0
2017-04-24,17.23599,4.0
2017-04-25,13.417629999999999,4.0
2017-04-26,6.82378,5.0
2017-04-27,11.0445,2.0
2017-04-28,98.45623,14.0
2017-04-29,100.0,35.0
2017-04-30,74.47035,34.0
2017-05-01,53.23944,26.0
2017-05-02,32.67777,12.0
2017-05-03,30.123990000000003,9.0
2017-05-04,24.81934,3.0
2017-05-05,25.25045,6.0
2017-05-06,23.89554,4.0
2017-05-07,23.03333,8.0
2017-05-08,15.5321,4.0
2017-05-09,16.13154,6.0
2017-05-10,9.22154,2.0
2017-05-11,8.58925,3.0
2017-05-12,9.977,2.0
2017-05-13,13.22056,3.0
2017-05-14,12.64986,2.0
2017-05-15,8.49072,
2017-05-16,7.38627,3.0
2017-05-17,6.87715,
2017-05-18,8.37986,4.0
2017-05-19,8.58925,1.0
2017-05-20,10.63803,2.0
