period,ratio,1
2017-03-23,18.19959,110
2017-03-24,76.53271,110
2017-03-25,100.0,190
2017-03-26,25.5797,215
2017-03-27,19.20135,155
2017-03-28,15.859000000000002,104
2017-03-29,24.07556,137
2017-03-30,12.872010000000001,99
2017-03-31,14.794870000000001,94
2017-04-01,16.94589,133
2017-04-02,14.855739999999999,104
2017-04-03,11.09169,86
2017-04-04,8.856530000000001,63
2017-04-05,8.8689,52
2017-04-06,7.964639999999999,52
2017-04-07,8.22943,49
2017-04-08,9.4762,76
2017-04-09,8.975810000000001,59
2017-04-10,6.26698,35
2017-04-11,5.39835,33
2017-04-12,6.26698,24
2017-04-13,4.55299,38
2017-04-14,5.17414,25
2017-04-15,5.66364,39
2017-04-16,5.37855,48
2017-04-17,4.55398,31
2017-04-18,3.90312,12
2017-04-19,4.11397,16
2017-04-20,3.42055,18
2017-04-21,3.6507,17
2017-04-22,4.43717,17
2017-04-23,4.04319,39
