period,ratio,1
2017-07-06,57.97695,44
2017-07-07,61.805369999999996,32
2017-07-08,62.56081,35
2017-07-09,50.3201,20
2017-07-10,40.921890000000005,21
2017-07-11,38.29705,18
2017-07-12,28.796409999999998,10
2017-07-13,21.241989999999998,7
2017-07-14,19.85915,7
2017-07-15,21.241989999999998,12
2017-07-16,18.23303,11
2017-07-17,15.40332,5
2017-07-18,12.41997,5
2017-07-19,12.88092,3
2017-07-20,9.53905,8
2017-07-21,10.128039999999999,1
2017-07-22,9.59026,1
2017-07-23,8.860430000000001,3
2017-07-24,8.412289999999999,2
2017-07-25,8.19462,3
2017-07-26,7.22151,10
2017-07-27,6.61971,2
2017-07-28,14.609470000000002,3
2017-07-29,36.54289,2
2017-07-30,27.13188,6
2017-07-31,100.0,12
2017-08-01,66.17156999999999,6
2017-08-02,42.483990000000006,6
2017-08-03,33.1498,3
2017-08-04,25.27528,9
2017-08-05,27.093459999999997,3
2017-08-06,26.235590000000002,4
