period,ratio,1
2017-05-17,73.75612,691
2017-05-18,97.26743,1552
2017-05-19,93.35315,1921
2017-05-20,93.82994000000001,688
2017-05-21,79.53654,536
2017-05-22,69.14972,435
2017-05-23,60.347080000000005,337
2017-05-24,67.60144,206
2017-05-25,69.46245,271
2017-05-26,63.57181,235
2017-05-27,72.86406,133
2017-05-28,65.91216999999999,183
2017-05-29,53.633590000000005,122
2017-05-30,33.38289,81
2017-05-31,56.171330000000005,70
2017-06-01,28.01261,63
2017-06-02,25.98754,56
2017-06-03,30.586240000000004,79
2017-06-04,27.133370000000003,58
2017-06-05,11.69413,45
2017-06-06,12.11196,53
2017-06-07,5.95216,35
2017-06-08,49.37069,278
2017-06-09,92.49955,216
2017-06-10,100.0,206
2017-06-11,93.51208000000001,183
2017-06-12,59.09101999999999,125
2017-06-13,43.28779,74
2017-06-14,38.57117,83
2017-06-15,42.939170000000004,84
2017-06-16,32.70872,55
2017-06-17,36.95111,51
