period,ratio,1
2016-12-28,95.54297,724
2016-12-29,97.07817,541
2016-12-30,100.0,547
2016-12-31,98.78316,665
2017-01-01,88.29854,431
2017-01-02,95.41563000000001,260
2017-01-03,79.14395999999999,139
2017-01-04,92.05518000000001,109
2017-01-05,62.985490000000006,110
2017-01-06,78.71240999999999,115
2017-01-07,84.25893,118
2017-01-08,79.59674,124
2017-01-09,55.16802,80
2017-01-10,33.53378,71
2017-01-11,29.536609999999996,47
2017-01-12,26.522809999999996,33
2017-01-13,32.43013,32
2017-01-14,27.14538,51
2017-01-15,24.846120000000003,44
2017-01-16,6.8977699999999995,20
2017-01-17,4.25893,23
2017-01-18,3.85567,23
2017-01-19,3.04209,12
2017-01-20,3.07039,14
2017-01-21,3.17651,10
2017-01-22,3.1128400000000003,7
2017-01-23,2.96427,11
2017-01-24,2.44782,8
2017-01-25,2.74495,12
2017-01-26,3.61513,13
2017-01-27,3.7000300000000004,13
2017-01-28,4.43579,9
