period,ratio,1
2017-11-22,91.29177,30.0
2017-11-23,81.94086999999999,15.0
2017-11-24,87.38753,14.0
2017-11-25,100.0,9.0
2017-11-26,83.54755,7.0
2017-11-27,52.82776,7.0
2017-11-28,44.84254,9.0
2017-11-29,27.08868,4.0
2017-11-30,18.50899,4.0
2017-12-01,17.19151,2.0
2017-12-02,15.55269,5.0
2017-12-03,14.44408,
2017-12-04,9.19023,2.0
2017-12-05,23.42544,3.0
2017-12-06,23.65038,2.0
2017-12-07,20.29241,3.0
2017-12-08,21.93123,2.0
2017-12-09,29.32197,3.0
2017-12-10,30.36632,2.0
2017-12-11,17.769920000000003,
2017-12-12,13.83354,
2017-12-13,13.239070000000002,2.0
2017-12-14,18.17159,1.0
2017-12-15,21.70629,
2017-12-16,28.75964,3.0
2017-12-17,28.3901,2.0
2017-12-18,21.69023,1.0
2017-12-19,30.52699,
2017-12-20,28.45437,3.0
2017-12-21,17.86632,3.0
2017-12-22,21.64203,2.0
