period,ratio,1
2018-02-28,65.3311,112
2018-03-01,100.0,116
2018-03-02,39.67134,60
2018-03-03,39.75587,32
2018-03-04,42.65692,56
2018-03-05,23.90154,33
2018-03-06,17.04451,28
2018-03-07,14.9617,18
2018-03-08,11.23057,19
2018-03-09,10.10126,8
2018-03-10,13.27281,8
2018-03-11,10.8316,12
2018-03-12,6.38028,3
2018-03-13,5.070069999999999,6
2018-03-14,4.32621,1
2018-03-15,4.59501,3
2018-03-16,9.24244,1
2018-03-17,4.75055,1
2018-03-18,4.87396,2
2018-03-19,4.14194,2
2018-03-20,78.12209,85
2018-03-21,85.37471,118
2018-03-22,53.2772,78
2018-03-23,43.10324,41
2018-03-24,52.22227,51
2018-03-25,49.17583,59
2018-03-26,26.253140000000002,41
2018-03-27,22.09768,34
2018-03-28,18.94642,21
