period,ratio,1
2017-08-17,100.0,924
2017-08-18,40.31876,690
2017-08-19,29.017509999999998,601
2017-08-20,34.52195,702
2017-08-21,17.33959,524
2017-08-22,13.96885,254
2017-08-23,14.929829999999999,266
2017-08-24,10.53697,189
2017-08-25,9.28068,176
2017-08-26,11.511519999999999,267
2017-08-27,11.49142,344
2017-08-28,7.36009,173
2017-08-29,6.95574,110
2017-08-30,5.52349,122
2017-08-31,4.355919999999999,92
2017-09-01,3.69814,72
2017-09-02,6.931010000000001,90
2017-09-03,4.640280000000001,90
2017-09-04,2.6232900000000003,50
2017-09-05,2.27778,34
2017-09-06,2.23126,45
2017-09-07,1.54139,28
2017-09-08,1.60548,36
2017-09-09,2.0373,36
2017-09-10,1.59959,29
2017-09-11,0.7639600000000001,19
2017-09-12,0.63693,20
2017-09-13,0.58557,20
2017-09-14,0.49906000000000006,15
2017-09-15,0.57315,11
2017-09-16,3.68551,39
2017-09-17,6.687060000000001,80
