period,ratio,1
2017-12-21,45.5572,6.0
2017-12-22,62.10023,7.0
2017-12-23,85.11374,8.0
2017-12-24,100.0,6.0
2017-12-25,70.58193,8.0
2017-12-26,56.6271,1.0
2017-12-27,44.19716,2.0
2017-12-28,32.00626,2.0
2017-12-29,30.135170000000002,1.0
2017-12-30,31.371570000000002,1.0
2017-12-31,26.5661,
2018-01-01,15.38905,1.0
2018-01-02,6.783710000000001,1.0
2018-01-03,3.2476,
2018-01-04,2.40685,
2018-01-05,2.29146,
2018-01-06,2.6294,
2018-01-07,2.36564,
2018-01-08,1.6485299999999998,
2018-01-09,1.45895,
2018-01-10,1.46719,1.0
2018-01-11,2.8602,
2018-01-12,2.86844,
2018-01-13,3.64325,
2018-01-14,3.70095,
2018-01-15,2.48104,
2018-01-16,1.91229,1.0
2018-01-17,1.6979799999999998,2.0
2018-01-18,1.78865,
2018-01-19,1.61556,
2018-01-20,2.29146,
2018-01-21,2.29146,
