period,ratio,1
2017-08-09,100.0,1413
2017-08-10,70.66928,1133
2017-08-11,36.405570000000004,823
2017-08-12,47.77507,861
2017-08-13,65.51256,995
2017-08-14,39.21907,719
2017-08-15,35.22664,831
2017-08-16,20.3657,556
2017-08-17,17.220229999999997,552
2017-08-18,17.19369,518
2017-08-19,22.12718,494
2017-08-20,26.07297,616
2017-08-21,17.978089999999998,371
2017-08-22,12.630939999999999,322
2017-08-23,11.0245,399
2017-08-24,10.73564,350
2017-08-25,10.064639999999999,307
2017-08-26,13.567160000000001,475
2017-08-27,12.8656,508
2017-08-28,9.558810000000001,283
2017-08-29,11.51441,243
2017-08-30,8.84534,300
2017-08-31,6.7223,208
2017-09-01,6.51273,167
2017-09-02,14.140220000000001,192
2017-09-03,8.13959,194
2017-09-04,5.62218,119
2017-09-05,4.0135,98
2017-09-06,3.5663699999999996,121
2017-09-07,3.1014,123
2017-09-08,3.66255,123
2017-09-09,5.05009,126
