period,ratio,1
2017-09-27,44.519909999999996,1707
2017-09-28,46.481640000000006,1404
2017-09-29,50.22582,816
2017-09-30,55.655919999999995,1264
2017-10-01,55.02499,1607
2017-10-02,76.97983,1246
2017-10-03,100.0,963
2017-10-04,85.43699000000001,817
2017-10-05,65.97483000000001,930
2017-10-06,63.75451999999999,1074
2017-10-07,55.6835,868
2017-10-08,44.0786,703
2017-10-09,46.01965,614
2017-10-10,26.057570000000002,399
2017-10-11,23.59248,300
2017-10-12,35.41803,305
2017-10-13,38.18996,259
2017-10-14,27.757279999999998,277
2017-10-15,27.960690000000003,271
2017-10-16,21.20668,196
2017-10-17,28.7709,190
2017-10-18,24.092389999999998,170
2017-10-19,55.9007,169
2017-10-20,20.25512,134
2017-10-21,18.345110000000002,183
2017-10-22,20.241329999999998,155
2017-10-23,21.79968,118
2017-10-24,40.058609999999994,127
2017-10-25,54.618159999999996,145
2017-10-26,19.72418,97
2017-10-27,17.82796,81
