period,ratio,1
2018-01-11,100.0,220.0
2018-01-12,89.4954,194.0
2018-01-13,87.21236999999999,100.0
2018-01-14,63.25185,36.0
2018-01-15,50.652609999999996,44.0
2018-01-16,46.754870000000004,26.0
2018-01-17,55.45638,17.0
2018-01-18,38.20139,17.0
2018-01-19,29.490909999999996,7.0
2018-01-20,38.16102,5.0
2018-01-21,26.90737,5.0
2018-01-22,12.49607,3.0
2018-01-23,9.18591,2.0
2018-01-24,8.0915,1.0
2018-01-25,7.324510000000001,1.0
2018-01-26,7.2034,
2018-01-27,7.36936,1.0
2018-01-28,7.7551,1.0
2018-01-29,5.79053,1.0
2018-01-30,4.8845,
2018-01-31,4.81722,1.0
2018-02-01,4.570530000000001,1.0
2018-02-02,4.60192,
2018-02-03,5.561780000000001,
2018-02-04,5.36891,
2018-02-05,3.9201599999999996,
2018-02-06,3.5927300000000004,1.0
2018-02-07,3.25185,
2018-02-08,3.34155,
2018-02-09,3.09037,
2018-02-10,3.55685,
2018-02-11,3.76766,
