period,ratio,1
2017-09-07,4.141290000000001,107
2017-09-08,29.1112,133
2017-09-09,100.0,289
2017-09-10,9.6828,206
2017-09-11,14.01428,226
2017-09-12,10.14962,148
2017-09-13,5.31652,106
2017-09-14,7.212680000000001,86
2017-09-15,6.930810000000001,85
2017-09-16,6.700130000000001,67
2017-09-17,4.76871,74
2017-09-18,4.34398,55
2017-09-19,3.7042699999999997,50
2017-09-20,5.2339400000000005,47
2017-09-21,3.90856,54
2017-09-22,2.55634,35
2017-09-23,3.2290400000000004,40
2017-09-24,3.19355,62
2017-09-25,2.35046,27
2017-09-26,2.79589,31
2017-09-27,59.649469999999994,73
2017-09-28,52.61105,98
2017-09-29,5.4461900000000005,37
2017-09-30,3.9927300000000003,55
2017-10-01,13.72195,53
2017-10-02,3.6960800000000003,62
2017-10-03,2.2601400000000003,35
2017-10-04,1.92914,32
2017-10-05,1.80857,36
2017-10-06,1.65524,23
2017-10-07,1.58244,28
