period,ratio,1
2017-04-05,100.0,186
2017-04-06,16.62556,162
2017-04-07,13.39295,111
2017-04-08,13.87439,129
2017-04-09,12.25539,137
2017-04-10,7.18957,99
2017-04-11,5.98106,59
2017-04-12,4.12961,50
2017-04-13,3.4441,33
2017-04-14,3.60695,26
2017-04-15,3.85696,22
2017-04-16,3.50694,42
2017-04-17,2.52108,19
2017-04-18,2.01294,13
2017-04-19,7.04362,29
2017-04-20,11.05971,35
2017-04-21,8.115639999999999,31
2017-04-22,13.84365,35
2017-04-23,7.1135600000000005,32
2017-04-24,4.11137,31
2017-04-25,3.36403,21
2017-04-26,2.90117,10
2017-04-27,2.75555,14
2017-04-28,2.74575,4
2017-04-29,2.88292,12
2017-04-30,2.92887,28
2017-05-01,2.50148,15
2017-05-02,2.08659,18
2017-05-03,2.79406,11
2017-05-04,2.28728,9
2017-05-05,2.4714099999999997,9
