period,ratio,1
2017-08-17,23.53608,274
2017-08-18,37.118590000000005,308
2017-08-19,9.57199,268
2017-08-20,9.147680000000001,283
2017-08-21,14.039439999999999,178
2017-08-22,18.44501,168
2017-08-23,11.798,190
2017-08-24,7.50875,141
2017-08-25,5.76734,135
2017-08-26,5.98367,193
2017-08-27,6.3406,223
2017-08-28,6.17446,129
2017-08-29,6.13687,116
2017-08-30,15.835289999999999,118
2017-08-31,4.62437,81
2017-09-01,4.49599,74
2017-09-02,5.0572,87
2017-09-03,4.18569,77
2017-09-04,3.7383300000000004,66
2017-09-05,2.83845,49
2017-09-06,2.87569,48
2017-09-07,2.9014,28
2017-09-08,2.80689,32
2017-09-09,100.0,126
2017-09-10,11.39053,79
2017-09-11,3.0929,37
2017-09-12,2.4551,30
2017-09-13,1.87173,28
2017-09-14,2.27193,13
2017-09-15,43.32267,88
2017-09-16,8.87674,142
2017-09-17,7.25697,129
