period,ratio,1
2017-05-03,98.14148,13.0
2017-05-04,100.0,20.0
2017-05-05,88.34931999999999,22.0
2017-05-06,83.91286,12.0
2017-05-07,73.70103,10.0
2017-05-08,73.56115,7.0
2017-05-09,67.8657,9.0
2017-05-10,49.18065,7.0
2017-05-11,40.56754,4.0
2017-05-12,41.02717,6.0
2017-05-13,46.822540000000004,8.0
2017-05-14,42.625890000000005,9.0
2017-05-15,33.73301,3.0
2017-05-16,34.8721,7.0
2017-05-17,35.33173,8.0
2017-05-18,25.31974,5.0
2017-05-19,24.640279999999997,2.0
2017-05-20,25.17985,5.0
2017-05-21,23.141479999999998,1.0
2017-05-22,22.48201,2.0
2017-05-23,19.90407,1.0
2017-05-24,18.42525,2.0
2017-05-25,19.60431,2.0
2017-05-26,21.962429999999998,
2017-05-27,25.87929,1.0
2017-05-28,22.02238,1.0
2017-05-29,18.44524,
2017-05-30,16.26698,2.0
2017-05-31,16.78657,1.0
2017-06-01,12.54996,2.0
2017-06-02,25.9992,1.0
2017-06-03,63.709030000000006,1.0
