period,ratio,1
2017-06-08,77.56165,19
2017-06-09,87.6966,14
2017-06-10,100.0,11
2017-06-11,88.04094,14
2017-06-12,65.58399,14
2017-06-13,52.80595,14
2017-06-14,52.96416,9
2017-06-15,39.37645,13
2017-06-16,37.08701,10
2017-06-17,38.762209999999996,8
2017-06-18,32.7408,9
2017-06-19,26.952070000000003,10
2017-06-20,38.064209999999996,14
2017-06-21,62.15914,16
2017-06-22,58.22241999999999,8
2017-06-23,45.518840000000004,9
2017-06-24,49.84644,12
2017-06-25,45.97487,22
2017-06-26,33.19683,13
2017-06-27,27.28711,9
2017-06-28,23.53652,11
2017-06-29,25.01628,7
2017-06-30,27.426709999999996,7
2017-07-01,23.6389,6
2017-07-02,23.46207,9
2017-07-03,14.49046,4
2017-07-04,13.624939999999999,7
2017-07-05,13.91344,2
2017-07-06,13.9879,1
2017-07-07,15.402510000000001,5
2017-07-08,17.95253,2
