period,ratio,1
2017-11-16,96.51567,85
2017-11-17,71.52812,41
2017-11-18,100.0,299
2017-11-19,80.2887,76
2017-11-20,48.63115,35
2017-11-21,38.97461,23
2017-11-22,38.67595,21
2017-11-23,35.54006,20
2017-11-24,37.332,10
2017-11-25,38.97461,13
2017-11-26,30.214029999999998,11
2017-11-27,23.44449,12
2017-11-28,22.24987,5
2017-11-29,21.1548,3
2017-11-30,20.905920000000002,9
2017-12-01,23.99203,9
2017-12-02,27.12792,13
2017-12-03,20.60726,7
2017-12-04,15.1319,4
2017-12-05,13.19064,9
2017-12-06,14.235929999999998,9
2017-12-07,12.991530000000001,2
2017-12-08,12.6431,4
2017-12-09,13.489289999999999,7
2017-12-10,12.991530000000001,1
2017-12-11,9.756089999999999,3
2017-12-12,8.7108,1
2017-12-13,8.51169,2
2017-12-14,11.74713,5
2017-12-15,9.45744,4
2017-12-16,8.51169,3
