period,ratio,1
2017-07-20,5.9063099999999995,39
2017-07-21,12.24748,26
2017-07-22,13.88781,29
2017-07-23,26.2619,31
2017-07-24,42.75334,31
2017-07-25,33.59387,18
2017-07-26,100.0,52
2017-07-27,52.221059999999994,35
2017-07-28,53.580659999999995,44
2017-07-29,36.06539,51
2017-07-30,30.836129999999997,43
2017-07-31,34.06176,45
2017-08-01,25.22706,53
2017-08-02,29.90036,48
2017-08-03,47.16794,27
2017-08-04,21.1097,28
2017-08-05,15.50063,21
2017-08-06,17.39968,22
2017-08-07,18.83084,24
2017-08-08,17.37215,29
2017-08-09,19.50789,18
2017-08-10,43.96983,25
2017-08-11,21.577579999999998,28
2017-08-12,12.797930000000001,26
2017-08-13,20.33357,13
2017-08-14,14.823579999999998,17
2017-08-15,12.5227,16
2017-08-16,8.26223,7
2017-08-17,4.60175,7
2017-08-18,7.420039999999999,5
2017-08-19,4.7118400000000005,11
2017-08-20,4.9155,9
