period,ratio,1
2017-08-02,47.85106,333
2017-08-03,67.92165,187
2017-08-04,30.237379999999998,130
2017-08-05,20.6381,115
2017-08-06,26.389359999999996,100
2017-08-07,37.51124,80
2017-08-08,40.25884,97
2017-08-09,46.383829999999996,78
2017-08-10,100.0,68
2017-08-11,45.55332,75
2017-08-12,30.03668,42
2017-08-13,47.51885,29
2017-08-14,47.2697,48
2017-08-15,32.597409999999996,49
2017-08-16,28.41027,24
2017-08-17,29.7806,33
2017-08-18,25.96027,26
2017-08-19,23.73866,32
2017-08-20,41.48383,30
2017-08-21,17.04616,20
2017-08-22,14.63769,12
2017-08-23,23.64177,21
2017-08-24,3.8687699999999996,14
2017-08-25,0.22146,11
2017-08-26,0.24915,24
2017-08-27,6.0073300000000005,14
2017-08-28,11.00422,12
2017-08-29,8.33967,13
2017-08-30,0.7612899999999999,10
2017-08-31,0.08997000000000001,9
2017-09-01,0.25606999999999996,6
2017-09-02,0.46369,11
