period,ratio,1
2017-03-22,100.0,134.0
2017-03-23,14.25036,63.0
2017-03-24,5.7807,114.0
2017-03-25,6.01196,18.0
2017-03-26,5.129580000000001,10.0
2017-03-27,3.13868,14.0
2017-03-28,2.50889,7.0
2017-03-29,1.81254,6.0
2017-03-30,1.43792,4.0
2017-03-31,1.48912,4.0
2017-04-01,1.7792599999999998,5.0
2017-04-02,1.53605,3.0
2017-04-03,1.29626,4.0
2017-04-04,1.3252700000000002,6.0
2017-04-05,1.3944,3.0
2017-04-06,1.3039399999999999,1.0
2017-04-07,1.2040899999999999,1.0
2017-04-08,1.41744,2.0
2017-04-09,2.62495,3.0
2017-04-10,1.00185,2.0
2017-04-11,1.03598,2.0
2017-04-12,0.83885,1.0
2017-04-13,0.78509,1.0
2017-04-14,0.80984,
2017-04-15,1.0078200000000002,
2017-04-16,1.08036,
2017-04-17,0.8576299999999999,
2017-04-18,0.9079799999999999,1.0
2017-04-19,0.8217899999999999,
2017-04-20,0.84824,1.0
2017-04-21,0.6972,1.0
2017-04-22,0.80984,
