period,ratio,1
2017-04-20,86.71221,114.0
2017-04-21,89.22153,94.0
2017-04-22,100.0,87.0
2017-04-23,70.83229,93.0
2017-04-24,40.824009999999994,64.0
2017-04-25,37.89648,45.0
2017-04-26,40.23188,20.0
2017-04-27,27.22567,16.0
2017-04-28,26.28985,11.0
2017-04-29,31.349890000000002,7.0
2017-04-30,33.93788,2.0
2017-05-01,24.02484,6.0
2017-05-02,30.53002,4.0
2017-05-03,13.70186,3.0
2017-05-04,7.99171,3.0
2017-05-05,7.101439999999999,2.0
2017-05-06,6.58799,2.0
2017-05-07,5.11801,2.0
2017-05-08,3.99585,2.0
2017-05-09,4.6832199999999995,2.0
2017-05-10,3.5072400000000004,2.0
2017-05-11,2.97722,2.0
2017-05-12,3.3871599999999997,
2017-05-13,3.8509300000000004,1.0
2017-05-14,3.5983400000000003,1.0
2017-05-15,2.6128299999999998,1.0
2017-05-16,2.65424,2.0
2017-05-17,2.59627,
2017-05-18,2.84057,1.0
2017-05-19,3.1677,2.0
2017-05-20,3.45755,
