period,ratio,1
2017-10-19,58.215469999999996,65.0
2017-10-20,93.99588,61.0
2017-10-21,100.0,43.0
2017-10-22,83.68475,51.0
2017-10-23,79.85343,40.0
2017-10-24,87.46464,35.0
2017-10-25,77.38493000000001,28.0
2017-10-26,20.082279999999997,14.0
2017-10-27,12.61249,17.0
2017-10-28,12.53535,12.0
2017-10-29,10.51684,6.0
2017-10-30,8.858310000000001,4.0
2017-10-31,7.82977,4.0
2017-11-01,10.07971,7.0
2017-11-02,8.13833,7.0
2017-11-03,4.9627099999999995,4.0
2017-11-04,4.73129,3.0
2017-11-05,4.4613,2.0
2017-11-06,3.3941800000000004,1.0
2017-11-07,3.22705,1.0
2017-11-08,3.5484699999999996,1.0
2017-11-09,7.4055,6.0
2017-11-10,8.11262,3.0
2017-11-11,18.71946,7.0
2017-11-12,9.91257,3.0
2017-11-13,7.624060000000001,3.0
2017-11-14,6.14553,4.0
2017-11-15,5.361269999999999,2.0
2017-11-16,4.1913,2.0
2017-11-17,3.61275,1.0
2017-11-18,4.70557,
2017-11-19,10.50398,1.0
