period,ratio,1
2017-08-23,79.72591,148.0
2017-08-24,100.0,115.0
2017-08-25,88.50535,135.0
2017-08-26,84.43683,181.0
2017-08-27,76.03426,201.0
2017-08-28,59.074940000000005,66.0
2017-08-29,73.47323,29.0
2017-08-30,49.98715,26.0
2017-08-31,43.80299,14.0
2017-09-01,31.768729999999998,8.0
2017-09-02,35.82012,10.0
2017-09-03,27.79443,7.0
2017-09-04,7.17773,7.0
2017-09-05,3.81156,7.0
2017-09-06,10.35546,2.0
2017-09-07,11.65738,5.0
2017-09-08,12.52248,4.0
2017-09-09,16.53104,
2017-09-10,17.95289,1.0
2017-09-11,11.00642,1.0
2017-09-12,9.02783,1.0
2017-09-13,7.820119999999999,2.0
2017-09-14,7.42612,
2017-09-15,8.38543,1.0
2017-09-16,11.7516,2.0
2017-09-17,11.36616,1.0
2017-09-18,6.903639999999999,2.0
2017-09-19,5.37901,2.0
2017-09-20,5.41327,1.0
2017-09-21,4.89935,5.0
2017-09-22,2.40685,
2017-09-23,0.72805,
