period,ratio,1
2018-02-14,100.0,1931
2018-02-15,48.78655,1672
2018-02-16,38.80343,1338
2018-02-17,45.09401,1082
2018-02-18,30.47417,960
2018-02-19,19.18155,845
2018-02-20,13.220329999999999,659
2018-02-21,10.84878,490
2018-02-22,9.57806,397
2018-02-23,10.464269999999999,349
2018-02-24,12.27937,511
2018-02-25,10.87635,592
2018-02-26,8.24255,375
2018-02-27,7.14728,256
2018-02-28,7.44791,364
2018-03-01,7.61742,415
2018-03-02,4.755269999999999,229
2018-03-03,5.836130000000001,255
2018-03-04,5.000859999999999,285
2018-03-05,3.0634099999999997,160
2018-03-06,2.20554,122
2018-03-07,2.01041,94
2018-03-08,1.78285,71
2018-03-09,2.05912,76
2018-03-10,2.72011,100
2018-03-11,2.54466,117
2018-03-12,1.52284,92
2018-03-13,1.42698,63
2018-03-14,1.2939,52
