period,ratio,1
2016-12-14,44.39121,454
2016-12-15,45.301,424
2016-12-16,41.385979999999996,393
2016-12-17,45.27197,604
2016-12-18,55.153890000000004,615
2016-12-19,77.83584,356
2016-12-20,100.0,242
2016-12-21,85.88365999999999,191
2016-12-22,62.95489,133
2016-12-23,63.99535,133
2016-12-24,72.20286,238
2016-12-25,54.70867,337
2016-12-26,39.49864,186
2016-12-27,38.39043,150
2016-12-28,49.56929,149
2016-12-29,31.876690000000004,116
2016-12-30,32.71389,104
2016-12-31,28.4698,101
2017-01-01,31.48954,118
2017-01-02,24.3612,79
2017-01-03,31.01045,116
2017-01-04,62.1564,147
2017-01-05,41.03755,86
2017-01-06,49.3854,93
2017-01-07,47.46902,125
2017-01-08,50.072590000000005,104
2017-01-09,37.55807,69
2017-01-10,22.21738,62
2017-01-11,19.425079999999998,41
2017-01-12,10.452960000000001,47
2017-01-13,20.2768,38
2017-01-14,11.31436,44
