period,ratio,1
2017-03-30,10.42901,39
2017-03-31,11.45006,35
2017-04-01,10.99686,53
2017-04-02,10.96462,43
2017-04-03,9.31661,29
2017-04-04,8.7004,14
2017-04-05,9.268239999999999,30
2017-04-06,8.40841,16
2017-04-07,7.81728,15
2017-04-08,7.82803,22
2017-04-09,100.0,30
2017-04-10,9.16793,17
2017-04-11,77.01925,12
2017-04-12,8.10389,21
2017-04-13,6.77653,13
2017-04-14,12.369010000000001,17
2017-04-15,15.190320000000002,40
2017-04-16,17.64979,32
2017-04-17,13.766229999999998,24
2017-04-18,10.28392,16
2017-04-19,8.49798,17
2017-04-20,8.19525,18
2017-04-21,7.51813,9
2017-04-22,8.46574,16
2017-04-23,8.14509,29
2017-04-24,5.84505,15
2017-04-25,5.232419999999999,12
2017-04-26,4.89386,12
2017-04-27,4.25615,11
2017-04-28,4.01612,5
2017-04-29,4.5212699999999995,4
2017-04-30,5.155390000000001,11
